time,id,x,y,vx,vy
0,0,663.4299389586887,33.29677616613833,0.8702051576610333,-0.0330411259037669
0,1,112.34964407378698,256.473990766924,0.5024022107863009,-0.40632128359554337
0,2,519.8175245895906,237.166163930904,-0.525614923029994,-0.5895581565502603
0,3,46.58969732627171,247.7034001096259,-0.395521528321504,-0.0731101576145637
0,4,144.7571681454878,586.3437476938566,0.21249570596104198,-0.38020641365657243
0,5,667.2378256399031,464.3812335691884,0.6993579082402853,-0.29060877724785733
0,6,29.46137643962471,276.90130255809595,-0.6558555660968513,-0.3423495215510839
0,7,526.3810727113492,172.17047307382163,0.7125291389190879,-0.6259308888578825
0,8,340.28137724236734,62.92050070145061,-0.058913148042284626,0.25197847233197657
0,9,186.85147927583085,409.39778885223836,0.6447646526455676,-0.7441159793901706
0,10,119.04677250058987,243.5112332639618,0.7948842421475384,-0.7105649751686834
0,11,417.6371994609445,525.487690736071,-0.6450189848201513,-0.58380962107046
0,12,568.5925519363249,428.9464285137316,0.9717531658295429,-0.38071977745885943
0,13,622.4954317105793,371.0489493451417,0.4044112251425137,0.8344382966427311
0,14,124.82016343662255,182.29564089052948,0.12939597635093955,0.5512666553176692
0,15,401.16531204912513,348.01685314005607,0.1379976931010401,0.10858994700573815
0,16,761.0861803838837,467.2139994904277,0.5645519107509291,-0.46206881737962807
0,17,759.2094130636056,188.69770798963197,-0.6594639205887519,-0.7196791195180633
0,18,635.763835283257,573.5683692399597,-0.933463760416136,0.03671586137183184
0,19,378.3752559862075,369.54228385332965,-0.5440235843713768,-0.6165758367413693
0,20,379.9063965499561,106.7118960483221,-0.723805040855973,-0.6139288023268874
0,21,433.4740343359222,4.257632512648807,0.577377908193848,0.4484592949102812
0,22,659.449384572309,427.18268879636105,-0.7413196574156239,0.10216015470709688
0,23,128.65336765577734,267.02611310886414,-0.8663919562951489,-0.7397374056545885
0,24,404.0461911252131,544.6609179159825,0.2479763460071081,0.7517083214381564
0,25,372.2013861928622,279.3431213587033,-0.6461645703960391,0.39128917010674535
0,26,438.366219877547,362.5881091029089,0.5067755249500334,-0.009609208742713881
0,27,234.6886315094832,110.19950931078445,0.1575146676995391,0.485815967369979
0,28,279.9419542920939,296.2887844040845,-0.11856878708934027,0.23372708861933644
0,29,450.5863562024491,118.55213448778377,0.8269928028902425,0.8700915300074054
0,30,60.114324230611736,281.7337918439902,-0.026421553034652906,-0.1380574884520358
0,31,156.7318577250621,572.6657565316814,0.37372946712084665,0.06798344845875212
0,32,582.5485700198772,556.3495371726676,-0.6011680566104965,-0.011330940500565961
0,33,180.01118433179897,389.60279189034424,-0.2759404237442868,-0.34814556528305773
0,34,40.020141632945965,417.22258417424547,0.44469558704401,-0.17496486801594166
0,35,540.7179130262484,527.9339297880523,0.6332763713800482,-0.23685908459285948
0,36,483.35781756431004,562.1436852719647,-0.14481904317817557,0.10592672859849761
0,37,504.26256966490115,56.29607319116092,0.5147382780483716,-0.3331166704300812
0,38,350.28287525102496,320.71516074465023,0.3416096895435968,-0.595879676697303
0,39,174.95451856598316,372.3419431413783,0.374289387472146,0.4620681220011215
0,40,517.7739939819662,145.43973555272237,0.41779618756807607,0.0360324943635683
0,41,115.1789499097368,228.00323107323976,-0.1366137205846425,0.23134421154278811
0,42,130.02200521599426,593.0239262633421,0.04282349725521065,0.8513143274837727
0,43,360.9079724431845,30.73783169742948,0.17255868928587137,-0.6476464103730406
0,44,557.6125279669686,141.85958599430413,0.7293576944207502,-0.90385915477315
0,45,595.3383063547292,2.513782099614024,-0.10835617812176124,0.6235387851282065
0,46,0.7044342535188286,179.9884723964594,0.14475551124935254,-0.34613039047764954
0,47,548.4911262715294,529.1840174901862,0.15172538892965381,0.29751447624167965
0,48,637.6165434395701,267.7017062825882,0.642574075876708,0.19571675878318243
0,49,602.6428265365163,477.64519768566436,-0.523498610594887,-0.15217404667859924
0,50,174.08781781223703,374.1866702940656,0.10596879338878545,-0.22948673853303936
0,51,270.32193398461453,70.91282163456891,-0.4126107837396055,0.9016180559166838
0,52,327.12426939280454,385.623295943551,-0.8918566474394709,0.09941032593411535
0,53,519.4602498425854,79.21013860797137,0.2331538653986238,0.3226768344328792
0,54,338.0452806690521,61.563155279135295,-0.35312214490676685,0.2510732491769445
0,55,408.8931044300363,489.50048146793597,0.3504697826634028,-0.7831343294291534
0,56,705.4052405030565,528.8251808797991,-0.13439112387050994,0.8645913727973056
0,57,156.93228038741194,109.54130347616083,-0.16728507669127168,-0.09445959854267083
0,58,43.933870488202096,412.25311898069714,0.48734855893512974,-0.17023018138083018
0,59,282.5236958013728,107.9376313986158,-0.2110778765550936,0.02332936184960093
0,60,136.2682884149702,231.64238722913993,-0.4659674157584581,0.6583179477640182
0,61,646.9822376544034,557.2085237404937,-0.8214878039702335,-0.6635219002391625
0,62,266.3810078725784,305.3305084137122,-0.6318287534797224,0.5157440916390467
0,63,420.5459189959776,155.95109008833188,0.9488178845560906,-0.5569995715782606
0,64,396.3541983088769,451.08418449089515,0.8719788658631612,-0.7486965541807994
0,65,739.3106846210113,387.26083413870435,0.6320688492969384,0.9854123243057219
0,66,328.8614946456198,445.09741828869625,-0.41358321824576516,0.2855157961597733
0,67,368.3728502117719,306.4865248248625,-0.7878182913814074,-0.8383787202744953
0,68,503.23640615320033,17.105106260369862,-0.29116772651673745,0.44605985091982164
0,69,531.5874724646607,165.24321391848227,-0.2616166734565748,0.6185310244273309
0,70,131.30786952582673,274.86907217508235,0.3270359146863462,0.6261826052157039
0,71,228.48692269190263,280.45888871666466,0.8401703124866796,-0.6862470522209069
0,72,659.8054568783853,68.87316365313912,-0.7999002832379423,-0.7317354173447664
0,73,349.70830747765183,402.4571248478915,0.04711848777300906,0.19301070041120258
0,74,570.1246800319054,150.86511771730716,0.4580882128568326,-0.027039255980674193
0,75,97.32420805114205,176.61422103378055,-0.054515041984273836,-0.24288146250800763
0,76,687.2791009925569,534.7979535806019,0.32486675449497915,0.5826035073003099
0,77,303.7095117169348,351.21145062073725,0.9273663116522946,-0.24786075307918926
0,78,737.7648870485026,100.39135865828601,-0.18727266159932215,0.401086394350829
0,79,536.3558278539772,176.43656105907306,0.0963598631889302,0.5231405573159271
0,80,292.71689951296764,319.4435606137265,0.4558495866599217,-0.3761558153938906
0,81,341.48373433273633,108.65744287319221,0.8207508271926316,-0.2110652483800647
0,82,321.77092689119587,165.2429271237971,-0.22242035765930063,-0.911639407088612
0,83,524.1664379906775,579.7770719973537,0.7786938179197535,-0.8673779099089513
0,84,745.7384332197474,203.98064119708775,-0.04817352470288001,-0.32174768784814356
0,85,170.55760596681765,54.463409162624274,0.7378337599553376,-0.7679837403915033
0,86,519.2765685464074,376.4384169101577,0.2299137936629798,0.4122274407575134
0,87,146.09734898137145,173.7330323099832,0.6820231497401481,-0.5336137896416849
0,88,595.9166677804371,345.79105249220186,-0.9061544130278665,0.49955255081715844
0,89,427.7177236702441,454.12373580100336,-0.7513583261991666,-0.41793454671561986
0,90,355.2453663716937,38.65185215039436,0.25544000802933003,0.11290377798848437
0,91,86.35652827784237,405.7079194338507,-0.04944092727474837,-0.913321648227905
0,92,130.45319939024014,420.7071827933591,0.06299021508957638,-0.3700197370166022
0,93,282.9810146851583,258.34944628877736,-0.2613345168129587,0.6814626029361097
0,94,317.6554280231644,108.29283636199527,-0.3588512334421056,-0.6341893022039358
0,95,196.72191282001984,424.3653129319694,0.8407827740894964,0.33376613681099654
0,96,617.0545522364177,174.75246370435283,-0.730017363671826,-0.6011582355645116
0,97,615.0370235040837,32.634110639696885,-0.006834385999365228,0.9305273070812822
0,98,762.1549552996237,279.3661530904617,-0.2874958627853136,-0.37113986874904364
0,99,780.4021592773718,520.7491138827953,-0.6563883875781975,0.26756157931703045
1,0,664.2004437195422,33.270679305059744,0.7705047608535665,-0.02609686107858383
1,1,112.7336726014949,256.0824734673997,0.38402852770792784,-0.3915172995242611
1,2,519.3206534946191,236.53569376696547,-0.4968710949713782,-0.6304701639385165
1,3,46.25949846568476,247.5788539405397,-0.3301988605869523,-0.12454616908620762
1,4,144.9347141550871,586.0208079736689,0.17754600959929154,-0.3229397201876918
1,5,667.8856401881405,464.1536669209325,0.6478145482374726,-0.22756664825588957
1,6,28.90091086865624,276.5733182809128,-0.5604655709684702,-0.3279842771831564
1,7,527.0319911586164,171.5621399167945,0.6509184472671629,-0.6083331570271309
1,8,340.2734148360214,63.18856217630655,-0.007962406345952938,0.26806147485593795
1,9,187.39172718794453,408.7228952454315,0.540247912113665,-0.6748936068068689
1,10,119.71968109811608,242.86748144097925,0.6729085975262137,-0.6437518229825452
1,11,417.1163569644225,524.8820967360135,-0.5208424965219974,-0.6055940000575731
1,12,569.5865394032135,428.52092441025997,0.9939874668885451,-0.4255041034716248
1,13,622.8116048972217,371.9012809619596,0.3161731866424442,0.8523316168179272
1,14,124.90260855201817,182.8386626256569,0.0824451153956143,0.5430217351274044
1,15,401.23601851850265,348.0751416641828,0.07070646937749656,0.05828852412675103
1,16,761.6035109507799,466.7683667517941,0.5173305668961083,-0.44563273863362596
1,17,758.6146674861365,188.046124952796,-0.5947455774690981,-0.6515830368359764
1,18,634.878369924532,573.5547474493826,-0.8854653587249854,-0.013621790577049
1,19,377.8157489547919,368.98155010569445,-0.5595070314156104,-0.5607337476352001
